# This file was produced by samtools stats (1.20+htslib-1.20) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -@ 1 infile
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	44ae5580	9302e167	78cf07d9
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	135388	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	135388
SN	is sorted:	1
SN	1st fragments:	135388
SN	last fragments:	0
SN	reads mapped:	135178
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	210
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	328	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	1510
SN	supplementary alignments:	0
SN	total length:	25954422	# ignores clipping
SN	total first fragment length:	25954422	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	25946795	# ignores clipping
SN	bases mapped (cigar):	25827135	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	117012	# from NM fields
SN	error rate:	4.530584e-03	# mismatches / bases mapped (cigar)
SN	average length:	192
SN	average first fragment length:	192
SN	average last fragment length:	0
SN	maximum length:	250
SN	maximum first fragment length:	250
SN	maximum last fragment length:	0
SN	average quality:	30.8
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	87	6	24	0	179	133	141	314	25	0	27	0	23	1150	437	27	0	156	704	2458	745	1839	3880	9483	20155	4628	51587	32554	2616	1052	584	230	144	0
FFQ	2	0	0	0	0	0	0	0	0	78	9	35	40	249	114	144	258	128	0	19	0	20	1391	332	28	9	152	1302	2652	1058	2728	4785	10448	17169	4465	55425	28572	2211	810	473	210	74	0
FFQ	3	0	0	0	0	3	0	0	3	89	10	19	177	304	92	208	376	368	8	41	0	19	1899	327	78	141	379	2305	2464	1294	3816	5157	9498	15321	4242	58356	25096	2070	681	304	201	42	0
FFQ	4	0	0	0	0	8	0	0	5	107	11	14	433	314	112	433	280	348	28	18	0	44	2055	304	135	217	541	3209	2109	1594	4366	5247	9173	12550	4617	63009	21092	2097	481	217	201	19	0
FFQ	5	0	0	0	0	5	0	0	5	98	7	19	343	356	214	278	418	222	21	24	0	59	2388	498	109	174	392	3942	1873	1230	4060	5709	9074	11449	5109	65859	18575	2013	471	166	216	12	0
FFQ	6	0	0	0	0	8	0	0	7	111	26	76	404	365	164	270	349	350	23	21	0	79	2419	465	105	215	450	4707	1265	1354	4212	6416	9406	12285	5513	66399	15411	1807	428	113	159	6	0
FFQ	7	0	0	0	0	20	0	0	16	101	42	42	378	371	135	256	351	321	17	23	1	108	2333	433	92	151	471	5272	1077	1400	4311	7129	8870	12070	5596	66773	14833	1771	378	104	138	4	0
FFQ	8	0	0	3	0	36	0	0	6	92	18	42	357	407	154	304	380	411	44	29	4	192	2262	509	101	164	497	5451	1053	1365	4368	7197	8969	12780	5844	66157	13979	1622	394	86	107	4	0
FFQ	9	2	0	9	0	12	0	0	14	120	25	46	332	398	155	507	313	345	105	45	14	256	2129	461	222	255	577	6347	967	1395	4191	7307	8765	12525	5420	66180	13892	1513	357	85	93	9	0
FFQ	10	9	0	0	0	14	0	0	6	96	21	46	263	425	156	327	329	362	36	35	42	364	2022	448	146	175	515	6066	924	1330	4422	7393	8005	11140	5470	68016	14557	1615	444	84	76	9	0
